,index_left,code,name,latitude,longitude,start,close,type,sez_id,origin ,inv2000,inv2001,inv2002,inv2003,inv2004,inv2005,inv2006,inv2007,inv2008,inv2009,inv2010,inv2011,inv2012,inv2013,inv2014,inv2015,inv2016,ob_f_2000,tec_f_2000,adm_f_2000,ob_f_2001,tec_f_2001,adm_f_2001,ob_f_2002,tec_f_2002,adm_f_2002,ob_f_2003,tec_f_2003,adm_f_2003,ob_f_2004,tec_f_2004,adm_f_2004,ob_f_2005,tec_f_2005,adm_f_2005,ob_f_2006,tec_f_2006,adm_f_2006,ob_f_2007,tec_f_2007,adm_f_2007,ob_f_2008,tec_f_2008,adm_f_2008,ob_f_2009,tec_f_2009,adm_f_2009,ob_f_2010,tec_f_2010,adm_f_2010,ob_f_2011,tec_f_2011,adm_f_2011,ob_f_2012,tec_f_2012,adm_f_2012,ob_f_2014,tec_f_2014,adm_f_2014,ob_f_2015,tec_f_2015,adm_f_2015,ob_f_2016,tec_f_2016,adm_f_2016,ob_m_2000,tec_m_2000,adm_m_2000,ob_m_2001,tec_m_2001,adm_m_2001,ob_m_2002,tec_m_2002,adm_m_2002,ob_m_2003,tec_m_2003,adm_m_2003,ob_m_2004,tec_m_2004,adm_m_2004,ob_m_2005,tec_m_2005,adm_m_2005,ob_m_2006,tec_m_2006,adm_m_2006,ob_m_2007,tec_m_2007,adm_m_2007,ob_m_2008,tec_m_2008,adm_m_2008,ob_m_2009,tec_m_2009,adm_m_2009,ob_m_2010,tec_m_2010,adm_m_2010,ob_m_2011,tec_m_2011,adm_m_2011,ob_m_2012,tec_m_2012,adm_m_2012,ob_m_2014,tec_m_2014,adm_m_2014,ob_m_2015,tec_m_2015,adm_m_2015,ob_m_2016,tec_m_2016,adm_m_2016,ent2000,ent2001,ent2002,ent2003,ent2004,ent2005,ent2006,ent2007,ent2008,ent2009,ent2010,ent2011,ent2012,ent2013,ent2014,ent2015,ent2016,ele2000,ele2001,ele2002,ele2003,ele2004,ele2005,ele2006,ele2007,ele2008,ele2009,ele2010,ele2011,ele2012,ele2013,ele2014,ele2015,ele2016,com2000,com2001,com2002,com2003,com2004,com2005,com2006,com2007,com2008,com2009,com2010,com2011,com2012,com2013,com2014,com2015,com2016,inf2000,inf2001,inf2002,inf2003,inf2004,inf2005,inf2006,inf2007,inf2008,inf2009,inf2010,inf2011,inf2012,inf2013,inf2014,inf2015,inf2016,wat2000,wat2001,wat2002,wat2003,wat2004,wat2005,wat2006,wat2007,wat2008,wat2009,wat2010,wat2011,wat2012,wat2013,wat2014,wat2015,wat2016,tss2000,tss2001,tss2002,tss2003,tss2004,tss2005,tss2006,tss2007,tss2008,tss2009,tss2010,tss2011,tss2012,tss2013,tss2014,tss2015,tss2016,buiilt2000,buiilt2001,buiilt2002,buiilt2003,buiilt2004,buiilt2005,buiilt2006,buiilt2007,buiilt2008,buiilt2009,buiilt2010,buiilt2011,buiilt2012,buiilt2013,buiilt2014,buiilt2015,buiilt2016,ocu2000,ocu2001,ocu2002,ocu2003,ocu2004,ocu2005,ocu2006,ocu2007,ocu2008,ocu2009,ocu2010,ocu2011,ocu2012,ocu2013,ocu2014,ocu2015,ocu2016,sal_op2000,sal_op2001,sal_op2002,sal_op2003,sal_op2004,sal_op2005,sal_op2006,sal_op2007,sal_op2008,sal_op2009,sal_op2010,sal_op2011,sal_op2012,sal_op2013,sal_op2014,sal_op2015,sal_op2016,sal_tec2000,sal_tec2001,sal_tec2002,sal_tec2003,sal_tec2004,sal_tec2005,sal_tec2006,sal_tec2007,sal_tec2008,sal_tec2009,sal_tec2010,sal_tec2011,sal_tec2012,sal_tec2013,sal_tec2014,sal_tec2015,sal_tec2016,len2000,len2001,len2002,len2003,len2004,len2005,len2006,len2007,len2008,len2009,len2010,len2011,len2012,len2013,len2014,len2015,len2016,id,shapeName
103,91,DOM-VEG,La Vega ,19.24673204,-70.55649026,1987,0,public,91,1,45018217.52,35333650.95,33358579.75,28916103,25048742.11,36825806.62,67878688.21,58628083.13,29048057.92,31272807.25,41049789.56,40072679.2,41397804.18,43884802.95,44213754.4,49863556.7,48503969.15,5597,277,156,4217,248,195,4557,187,153,4343,281,141,4393,241,157,2908,136,103,2978,140,110,2044,78,80,2027,64,71,1588,61,51,2427,82,60,2504,90,60,2404,122,51,2992,158,102,3053,125,70,2654,116,58,6720,526,204,4970,451,243,5415,542,140,5182,587,136,4700,607,154,3224,349,139,3032,383,140,2100,242,72,2027,266,111,1616,239,62,2528,332,58,2245,390,64,2200,449,59,2982,468,131,2901,453,77,2508,442,90,30,28,32,32,30,21,27,24,22,19,23,21,19,18,16,17,17,19505860.5,18458617.35,25404777.15,36287644.7,62456738.43,42998044.02,55704977.32,37044662.79,30021879.85,22856282.57,35713830,50243306.14,57437671.39,67115276.52,129657135.5,61770972.74,50380.11,0,0,0,6395237.19,8066854.47,6693525.45,9667117.76,6660364.34,5135740.31,2792625.3,3636941.93,4709304.3,4885253.45,4497035.91,4984907.91,5568246.32,6435.25,2669151.67,10642320.08,3302158.89,2877482.27,3806124.69,3271956.75,3962920.62,2169976.68,1872791.36,1099318.98,1724458.5,2388481,2583834.45,3403121.05,11961332.15,4513150,4535.28,1031627,813431.79,528176.65,1383746.7,1579188.62,633163.5,1276016.28,882786,770575.63,413403,740548.49,1073158.17,895640.7,1050411.41,1886356.32,1793569,2539.47,18751875,87093851.53,24636162.19,33048282.13,16118619.59,13783180.84,16521788.65,23892615.3,42926959,15508283.6,46127044.08,58945323.97,58689408.68,86171875.77,102344837,107008260.7,109065.73,1283873,1116683,1116683,1116683,1228505,1208176,1208176,1208176,1208176,1208176,1208176,1173226,1173226,1122197.2,1122197.2,1122197,1261076.26,1283873,1116683,1116683,1116683,1228505,1208176,1208176,1093112,1093112,1048074,1021199,1142783,920888.74,994814.98,1067969.53,1122197,1157306.67,716.77,720.88,779.86,846.96,1024.4,1170.43,1233.65,1281.53,1358.65,1329.78,1466.29,1584.76,1727.62,1894.85,1942,2176.73,2221.09,1608.1,1740.93,1657.9,1769.4,2185.83,2490.48,2891.53,3836.31,2984.12,3021.27,3190.84,3356.29,3686.81,3737.21,4189.4,4754.71,4671.84,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,103,La Vega
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,San JosÃ© De Ocoa
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,Rancho Arriba
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,Juan De Herrera
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,San Ignacio De Sabaneta
108,72,DOM-PIS,Santiago-Navarrete (PISANO) ,19.50852054,-70.75994998,1993,0,private,72,1,24824949,29449717,31358261,34727911.99,51031152.32,51906663.2,291202879.9,292936282.9,46345306.82,34759834.05,39089445.76,38503009.9,44936043.66,55441461.3,61922862.3,84258181.2,103649145.3,888,43,68,692,51,82,1132,61,90,1102,46,108,1421,84,125,1276,74,119,1323,63,128,1214,73,138,1087,62,131,947,54,105,1192,17,113,1399,75,121,1522,90,128,1744,122,169,1906,106,176,1875,95,184,1206,192,111,1374,250,127,1727,220,133,1709,203,138,1933,254,183,1848,289,161,1972,331,169,1887,287,163,1711,344,171,1752,310,156,2215,138,172,2424,412,174,2658,389,186,3251,498,263,3141,567,243,2960,561,259,15,26,31,31,36,34,34,34,37,28,24,29,25,26,27,28,27,9166401,3694857.27,13008163.31,19555619.53,46965030.16,59526504.97,62519598.46,65925107.98,51271347.69,48973308.86,24282079.02,73547178.7,80591565.56,109294672.6,168579823.7,117681077.5,101622.47,0,0,0,5362284.53,8742694.21,9259106.6,10602596.8,12123035.85,8157058.74,7241746.78,2580158.85,8331268.42,8497175.56,11003949.63,12044104.24,12919803.72,12265.86,1468884,808119.03,2096070.54,1548329.04,13792609.54,3355373.24,3653875.04,4444121.98,3391034.91,3669995.58,898364,4604848.18,5391119.18,7027399.55,9427893.24,10004789.61,10585.88,706118.36,1636405.67,1945149.15,1931589.45,3813733.08,4095008.15,3772148.12,4813419.12,2956223.34,3216327.58,46026,5198000.97,5444976.04,5585034.96,8105770.28,9331990.98,9089.68,9009416,2240227.42,8932503.46,8763119.6,6310733.08,7293358.24,9158289.73,34647947.79,91154559.18,35430864.54,24136987.18,118930578.6,120855691.7,76820035.25,188117598.4,223219663.6,231279.02,673135,735664,758000,841000,938897,940057.72,1014211,1014211,1014211,942262.91,942262.91,942262.91,942262.91,938550,959296.17,1000108.85,1044762.02,600006,733317,726000,816730,921000,882580.82,945082,864078.43,989598.89,891517.59,895930.22,931538.02,900742.74,936350,957096.17,997908.85,1044762.02,787.59,963.88,952.32,1096.9,1558.12,1483.17,1805.97,2020.01,2009.72,2399.19,2128.84,2207.89,2264.59,2224.72,2367,2569.48,2750.85,1728.3,1630.19,1765,2603.98,3001.19,3027.75,4036.28,3948.27,3821.24,3895.39,4501.11,3524.3,3469.75,4577.44,4873.82,4574.58,5510.53,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,108,Villa GonzÃ¡lez
108,68,DOM-PAM,Palmarejo ,19.53965534,-70.79354494,1997,0,private,68,1,23426111,21816691,25313062,5976065,30828690.65,90639471.75,45223430.67,57949101.84,66846200.86,75855965.24,80389236.4,79196505.2,39204030.99,34233001.47,38544393.1,48741389.4,49619554.78,354,26,11,303,23,10,299,35,11,324,22,20,515,44,24,565,50,28,603,46,30,677,54,26,444,56,37,310,83,13,385,51,20,284,41,22,411,43,21,569,34,35,498,47,25,464,45,27,328,61,17,312,59,18,349,49,16,337,47,44,419,90,12,505,86,27,533,116,32,688,130,33,488,66,34,323,93,22,352,100,23,323,81,11,315,109,12,396,83,76,293,99,30,305,86,24,3,3,3,5,5,5,5,6,6,6,5,5,5,5,5,5,5,929360,848991,1509640,3169920,3836872.93,4044706.12,5207571.5,5613195,6063778.16,5376814.52,4506784.77,7263328.49,6472658.23,8384306.39,7009679.1,8137380.4,9130.11,0,0,0,470470,1088923.16,1021998.37,1379221.69,1501098.49,1188037.26,606566.39,791823.21,950128.87,1756413.41,1537505.54,1619761.62,3897028.54,2859.54,0,310970,415882,721576,864067.44,987721.83,1185480.53,1980443.18,1410802.21,1049434,1246469,1251239,822930,128007.91,1279362.52,1391097.33,1613.08,0,0,0,0,0,0,0,555796.56,3200000,0,0,0,0,0,0,0,0,2246163,1996525,2706295,3572168,2455634.74,3183726.95,2771039.05,7694138.54,43862125.68,33244644.25,31120141.42,31609823.43,19171698.03,40293597.67,47209984.72,63332729.8,35590.68,134278,134278,134278,134278,134278,134278,339822,386996.2,450038,450038,450038,450038,450038,367614,367614,367614,367614,134278,134278,134278,134278,134278,134278,339822,354794.2,417834,281168.72,242891.24,367614,243206.44,367614,367614,367614,367614,1066.67,736.33,986.33,1056.28,1359.37,1368.2,1514.75,1893.56,2061.92,1980.75,1960.2,2325.4,2604.39,3003.77,2952.04,2724.33,2692.55,1633.33,1932.67,1975.67,2244.77,2892.8,3146,4178.9,3012,3480.86,2872.78,2862.6,3472.8,3608.86,3922.92,3530.31,4832.09,4557.43,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,108,Villa GonzÃ¡lez
108,65,DOM-NOR,Zona Franca Industrial del Norte,19.54010463,-70.79206329,2016,0,private,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451139.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3810.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,Villa GonzÃ¡lez
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,Vallejuelo
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Villa Isabela
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,Villa Tapia
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,Yaguate
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Altamira
114,85,DOM-SEI,El Seibo ,18.76891317,-69.05392215,2000,0,public,85,1,0,1100000,1000000,1000000,1200000,1280000,380000,270000,485000,100000,180000,165428,350000,400000,500000,500000,750000,84,2,2,237,0,8,268,0,0,298,0,2,263,1,2,272,3,3,135,18,1,86,13,1,109,1,4,65,0,3,81,0,5,73,1,6,100,1,2,130,2,9,114,1,4,117,1,0,53,6,3,7,9,4,3,11,7,24,0,2,81,2,2,104,8,3,58,8,4,15,6,1,9,5,3,2,1,3,5,2,0,8,2,2,11,4,0,7,2,6,17,3,1,13,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,0,0,0,0,0,1059585.08,0,612457,785000,336000,540000,521478,542318,300000,855805,909547,919.6,0,0,0,51516,95540,162826.17,439202,165365.25,181800,69600,66720,68251,77769,13400,93528,138000,146.28,0,79024,80000,80000,85000,18547,159505.21,10458,50078.64,30000,30000,23251,53038,12320,85058,107324,102.37,0,60000,36000,36000,38450,58471.4,0,20245,56493,22356,22344,32002,34344,21724,39802,22344,32.84,0,790246,480000,480000,200000,0,497872.54,135016,457382.55,598589.94,941028.41,1388704.73,1503183.87,1636707.65,1836406.72,2171268.1,2750.05,48561,32375,48561,32374,48563,48563,48563,48563,48563,48563,48563,48563,48563,487111.04,48711.04,48711.04,48775.71,16187,32375,32374,32374,48563,32375,32375,32375,32375,16188,16040,48563,48563,487111.04,48711.04,48711.04,48775.71,570,610,649,844,950,1012,1030.48,1142.58,1117,1450,1450,1475,1567.62,1671.34,1707.5,1937.85,1919,850,1600,1200,2000,2100,1999.5,3000,3650,6000,4500,4500,4800,3811.5,3811.5,3722.5,2875,3700,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,114,El Seibo
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,JÃ¡nico
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,Salcedo
